Isolate,total,rif,inh,emb,pza,str,cap,amk,cip,kan,levo,oflx,pas,eth,unknown
X720_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1511_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1797_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X676_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
X2073_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2279_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X268_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1875_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1787_ano_flt,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0
X2209_ano_flt,5,0,0,0,0,3,0,1,0,1,0,0,0,0,0
X1977_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X535_ano_flt,5,0,0,0,0,2,0,0,0,0,0,0,0,0,3
X2090_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1545_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1707_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1975_ano_flt,4,0,0,0,0,2,0,0,0,0,1,0,0,0,1
X822_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X118_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X414_ano_flt,5,0,1,1,0,3,0,0,0,0,0,0,0,0,0
X2009_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2166_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X898_ano_flt,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
X1665_ano_flt,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2
X1477_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1269_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2208_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X318_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X325_ano_flt,4,0,0,0,0,2,0,0,0,0,1,0,0,0,1
X1887_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2110_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1932_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1812_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2095_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X765_ano_flt,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
X250_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X770_ano_flt,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0
X410_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
S2_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X577_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X954_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X796_ano_flt,6,0,0,0,0,3,0,0,0,0,1,0,0,0,2
X1387_ano_flt,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0
X1208_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1345_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X324_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X116_ano_flt,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0
X278_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X825_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1157_ano_flt,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0
X1816_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X874_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X335_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1626_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X934_ano_flt,4,0,0,1,0,2,0,0,0,0,0,0,0,0,1
X667_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X993_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X970_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1270_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2183_ano_flt,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
X1960_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1952_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1361_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2085_ano_flt,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
X1585_ano_flt,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0
X1645_ano_flt,4,0,0,1,0,2,0,0,0,0,0,0,0,0,1
X1359_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X407_ano_flt,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0
X684_ano_flt,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1
X2125_ano_flt,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1
X921_ano_flt,4,0,0,0,0,2,0,0,0,0,1,0,0,0,1
X2224_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X167_ano_flt,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2
X2283_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1795_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X388_ano_flt,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0
X886_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1783_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1495_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X58_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X859_ano_flt,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
X1948_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X385_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1667_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1946_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X134_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
X1611_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X417_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1183_ano_flt,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0
X1533_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1617_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X977_ano_flt,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2
X2262_ano_flt,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0
X568_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X374_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X363_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2087_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2268_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X657_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X980_ano_flt,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0
X1307_ano_flt,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1
X1256_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
R6_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X208_ano_flt,6,0,0,0,0,2,0,0,0,0,0,0,0,1,3
X576_ano_flt,4,0,1,0,0,2,0,0,0,0,0,0,0,0,1
X1911_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X344_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
X133_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2015_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X2232_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X287_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X968_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X231_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1704_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1837_ano_flt,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1
X251_ano_flt,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0
X2157_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1893_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X837_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X2088_ano_flt,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1
X790_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X2239_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1846_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1746_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X678_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X364_ano_flt,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0
X1615_ano_flt,3,0,0,0,0,3,1,1,0,1,0,0,0,0,-3
X1570_ano_flt,5,0,0,1,0,2,0,0,0,0,0,0,0,1,1
X300_ano_flt,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2
X2093_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1909_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X209_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1613_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X539_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2081_ano_flt,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1
X732_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X2213_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X861_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2069_ano_flt,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0
X2071_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X793_ano_flt,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
X68_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X962_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X574_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X273_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X252_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1886_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2301_ano_flt,5,0,1,0,0,2,0,0,0,0,1,0,0,0,1
X1824_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X791_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1287_ano_flt,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1
X523_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X952_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1956_ano_flt,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0
X1788_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X749_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X775_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X254_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2154_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
X2101_ano_flt,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0
X1908_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X537_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X883_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1339_ano_flt,5,0,0,0,0,2,0,0,0,0,0,0,0,1,2
X2273_ano_flt,5,0,0,0,0,3,0,0,0,0,0,0,0,1,1
X399_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X71_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1235_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X802_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1118_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X564_ano_flt,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
X903_ano_flt,5,0,1,0,0,3,0,0,0,0,0,0,0,0,1
X860_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1239_ano_flt,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1
X2011_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1933_ano_flt,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1
X693_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X651_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
X1344_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X545_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X979_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1132_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X185_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1769_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X652_ano_flt,4,0,0,0,0,2,0,0,0,0,1,0,0,0,1
X923_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1532_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1884_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X972_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X272_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X804_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X774_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X566_ano_flt,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1
X1266_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2047_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1309_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X373_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1720_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1781_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X372_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X310_ano_flt,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0
X1772_ano_flt,7,0,1,0,0,3,0,0,0,0,0,0,0,0,3
X2167_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X816_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X686_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1360_ano_flt,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2
X958_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X634_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X966_ano_flt,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
X355_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2078_ano_flt,4,0,1,0,0,2,0,0,0,0,0,0,0,0,1
X1847_ano_flt,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
X984_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X215_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1509_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2013_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X62_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2151_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X711_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1174_ano_flt,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1
X2043_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1138_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X70_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1547_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X946_ano_flt,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2
X339_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
R74_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1644_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1336_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X572_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2020_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1535_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
X1693_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X205_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X312_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1923_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
X911_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X897_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X937_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X716_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
X1784_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X350_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1750_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X640_ano_flt,5,0,0,0,0,3,0,0,0,0,0,0,0,1,1
X2109_ano_flt,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0
X1726_ano_flt,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
X944_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X704_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X990_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1922_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X338_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X303_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X119_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X2077_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X249_ano_flt,5,0,0,0,0,2,0,0,0,0,0,0,0,1,2
X834_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X967_ano_flt,5,0,0,0,0,2,0,0,0,0,0,0,0,1,2
X327_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1910_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X2254_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X683_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1814_ano_flt,5,0,1,0,0,3,0,0,0,0,0,0,0,0,1
X2270_ano_flt,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
X1951_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1614_ano_flt,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2
X1992_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X768_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1900_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X735_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X73_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X899_ano_flt,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
X989_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X370_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X943_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X823_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X380_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X316_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X964_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X983_ano_flt,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
X1280_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X936_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X849_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X680_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1220_ano_flt,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
X2173_ano_flt,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1
X211_ano_flt,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
X578_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2046_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1267_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2287_ano_flt,4,0,0,0,0,2,0,0,0,0,1,0,0,0,1
X999_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X371_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
X1698_ano_flt,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
X1789_ano_flt,4,0,0,1,0,2,0,0,0,0,0,0,0,0,1
X753_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X569_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1114_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X575_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2111_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X2107_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1273_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X553_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1809_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1531_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X248_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
X1724_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1247_ano_flt,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1
X1753_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X906_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
X789_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X146_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X126_ano_flt,4,0,0,0,0,2,0,0,0,0,1,0,0,0,1
X2055_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1414_ano_flt,5,0,0,0,0,3,0,0,0,0,1,0,0,0,1
X797_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X145_ano_flt,3,0,0,0,0,2,1,1,0,1,0,0,0,0,-2
X1180_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X584_ano_flt,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1
X1770_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1962_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1351_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X938_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2010_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X139_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X736_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2137_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X168_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X409_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X61_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2189_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X996_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X411_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X172_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X932_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X567_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
X2300_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X536_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X366_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X530_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2079_ano_flt,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0
X740_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1362_ano_flt,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1
X798_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X473_ano_flt,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0
X654_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1890_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X161_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X644_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X395_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1581_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1931_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1625_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X1102_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X1950_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
