IP,DateTime,submission_command,submission_url,os,num_1,num_2
134.174.159.101,12/Mar/2021:20:26:23,GET /predict/6fdc378576bbf4690033db97c4e07d73/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,18509
134.174.159.101,12/Mar/2021:20:31:49,GET /predict/6fdc378576bbf4690033db97c4e07d73/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,18509
134.174.159.101,12/Mar/2021:20:32:37,GET /predict/6fdc378576bbf4690033db97c4e07d73/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,18509
134.174.159.101,12/Mar/2021:20:33:27,GET /predict/6fdc378576bbf4690033db97c4e07d73/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,18509
134.174.159.101,12/Mar/2021:20:47:16,GET /predict/6fdc378576bbf4690033db97c4e07d73/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,18509
134.174.159.101,12/Mar/2021:20:51:04,GET /predict/6fdc378576bbf4690033db97c4e07d73/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,18509
134.174.159.101,12/Mar/2021:20:52:50,GET /predict/6fdc378576bbf4690033db97c4e07d73/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,18509
134.174.159.101,12/Mar/2021:21:06:24,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,8127
134.174.159.101,12/Mar/2021:21:06:25,GET /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,11221
134.174.159.101,12/Mar/2021:21:11:12,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/6fdc378576bbf4690033db97c4e07d73/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,8127
134.174.159.101,12/Mar/2021:21:11:13,GET /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,11221
134.174.159.101,12/Mar/2021:21:11:38,POST /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,11640
134.174.159.101,12/Mar/2021:21:11:51,POST /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",302,0
134.174.159.101,12/Mar/2021:21:11:51,GET /predict/47c67f573857466b2c59675e55ac213f/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,18464
134.174.159.101,12/Mar/2021:21:12:33,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/47c67f573857466b2c59675e55ac213f/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,8127
134.174.159.101,12/Mar/2021:21:12:34,GET /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,11221
134.174.159.101,12/Mar/2021:21:13:03,POST /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",302,0
134.174.159.101,12/Mar/2021:21:13:04,GET /predict/a91ba539e4fb70e8c1acca2362c84d37/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,18521
134.174.159.101,13/Mar/2021:11:13:52,POST /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",302,0
134.174.159.101,13/Mar/2021:11:13:52,GET /predict/3d2d3419557314be5c3c49c8b1b8c053/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,18516
134.174.159.101,15/Mar/2021:10:28:18,GET /predict/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,107147
134.174.159.101,16/Mar/2021:08:29:18,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.54",302,0
134.174.159.101,16/Mar/2021:08:29:19,GET /user/login/?next=/predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.54",200,5622
134.174.159.101,16/Mar/2021:08:29:41,POST /user/login/?next=/predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/user/login/?next=/predict/upload/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.54",302,0
134.174.159.101,16/Mar/2021:08:29:41,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/user/login/?next=/predict/upload/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.54",200,7382
134.174.159.101,16/Mar/2021:08:30:27,GET /predict/upload/manual/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.54",200,10020
134.174.159.101,16/Mar/2021:08:30:28,GET /genes/json/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/manual/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.54",200,86823
134.174.159.101,16/Mar/2021:08:31:44,GET /predict/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/manual/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.54",200,5607
134.174.159.101,17/Mar/2021:07:04:16,GET /predict/upload/ HTTP/1.1,-,Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler),302,0
134.174.159.101,17/Mar/2021:07:04:37,GET /user/login/?next=/predict/upload/ HTTP/1.1,-,Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler),200,5622
134.174.159.101,17/Mar/2021:11:01:52,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",200,8133
134.174.159.101,17/Mar/2021:11:01:54,GET /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",200,11227
134.174.159.101,17/Mar/2021:11:02:25,GET /predict/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",200,107166
134.174.159.101,17/Mar/2021:11:28:05,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0,302,0
134.174.159.101,17/Mar/2021:11:28:05,GET /user/login/?next=/predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0,200,5622
134.174.159.101,17/Mar/2021:11:28:06,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0,302,0
134.174.159.101,17/Mar/2021:11:28:06,GET /user/login/?next=/predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0,200,5622
134.174.159.101,17/Mar/2021:12:07:12,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/data/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0,302,0
134.174.159.101,17/Mar/2021:12:07:13,GET /user/login/?next=/predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/data/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0,200,5622
134.174.159.101,17/Mar/2021:12:07:15,GET /data/ HTTP/1.1,https://gentb.hms.harvard.edu/user/login/?next=/predict/upload/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0,200,6080
134.174.159.101,18/Mar/2021:03:10:41,GET /predict/upload/ HTTP/1.1,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36",302,0
134.174.159.101,18/Mar/2021:03:10:42,GET /user/login/?next=/predict/upload/ HTTP/1.1,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36",200,5622
134.174.159.101,18/Mar/2021:12:47:54,GET /predict/upload/ HTTP/1.1,-,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),302,0
134.174.159.101,18/Mar/2021:12:51:13,GET /predict/upload/ HTTP/1.1,-,Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html),302,0
134.174.159.101,18/Mar/2021:12:51:14,GET /user/login/?next=%2Fpredict%2Fupload%2F HTTP/1.1,-,Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html),200,5622
134.174.159.101,18/Mar/2021:13:14:32,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/about/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,8127
134.174.159.101,18/Mar/2021:14:37:52,GET /maps/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,17043
134.174.159.101,18/Mar/2021:16:17:00,GET /maps/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,17043
134.174.159.101,18/Mar/2021:16:17:04,GET /maps/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,17043
134.174.159.101,18/Mar/2021:16:25:21,GET /predict/upload/ HTTP/1.1,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots),302,0
134.174.159.101,18/Mar/2021:16:25:24,GET /user/login/?next=/predict/upload/ HTTP/1.1,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots),200,5622
134.174.159.101,18/Mar/2021:16:43:09,GET /maps/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,17043
134.174.159.101,19/Mar/2021:11:49:34,GET /maps/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,17043
134.174.159.101,19/Mar/2021:11:49:48,GET /maps/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",200,17043
134.174.159.101,20/Mar/2021:17:11:36,GET /predict/upload/ HTTP/1.1,-,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),302,0
134.174.159.101,20/Mar/2021:17:11:36,GET /user/login/?next=/predict/upload/ HTTP/1.1,-,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),200,5622
134.174.159.101,20/Mar/2021:18:35:33,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/maps/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,302,0
134.174.159.101,20/Mar/2021:18:35:33,GET /user/login/?next=/predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/maps/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,5622
134.174.159.101,20/Mar/2021:18:35:43,POST /user/login/?next=/predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/user/login/?next=/predict/upload/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,5839
134.174.159.101,20/Mar/2021:18:35:53,POST /user/login/?next=/predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/user/login/?next=/predict/upload/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,5839
134.174.159.101,20/Mar/2021:18:35:56,GET /auth/password_reset/ HTTP/1.1,https://gentb.hms.harvard.edu/user/login/?next=/predict/upload/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,5565
134.174.159.101,20/Mar/2021:18:36:04,GET /user/login/?next=/predict/upload/ HTTP/1.1,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,5622
134.174.159.101,20/Mar/2021:18:36:09,GET /auth/password_reset/ HTTP/1.1,https://gentb.hms.harvard.edu/user/login/?next=/predict/upload/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,5565
134.174.159.101,20/Mar/2021:18:38:32,GET /user/login/?next=/predict/upload/ HTTP/1.1,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,5622
134.174.159.101,20/Mar/2021:18:38:38,POST /user/login/?next=/predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/user/login/?next=/predict/upload/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,5826
134.174.159.101,20/Mar/2021:18:39:08,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,7480
134.174.159.101,20/Mar/2021:18:39:12,GET /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,10574
134.174.159.101,20/Mar/2021:18:55:18,POST /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,302,0
134.174.159.101,20/Mar/2021:18:55:19,GET /predict/879dcff83e024757b79de6cc22311511/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,17664
134.174.159.101,20/Mar/2021:18:58:14,GET /predict/879dcff83e024757b79de6cc22311511/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,17644
134.174.159.101,20/Mar/2021:19:10:25,GET /predict/879dcff83e024757b79de6cc22311511/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,17644
134.174.159.101,20/Mar/2021:19:32:08,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/maps/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",302,0
134.174.159.101,20/Mar/2021:19:32:08,GET /user/login/?next=/predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/maps/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",200,5622
134.174.159.101,20/Mar/2021:20:02:40,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,7480
134.174.159.101,20/Mar/2021:20:02:54,GET /predict/upload/fastq/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,8767
134.174.159.101,20/Mar/2021:20:03:10,GET /predict/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,7620
134.174.159.101,21/Mar/2021:19:09:49,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,7480
134.174.159.101,21/Mar/2021:19:09:51,GET /predict/upload/fastq/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,8767
134.174.159.101,21/Mar/2021:19:11:52,POST /predict/upload/fastq/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,302,0
134.174.159.101,21/Mar/2021:19:11:52,GET /predict/9323e13795919671fcdca1e836d44f87/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,17684
134.174.159.101,21/Mar/2021:19:13:07,GET /predict/9323e13795919671fcdca1e836d44f87/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,17680
134.174.159.101,21/Mar/2021:19:13:41,GET /predict/9323e13795919671fcdca1e836d44f87/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,17664
134.174.159.101,21/Mar/2021:19:14:52,GET /predict/9323e13795919671fcdca1e836d44f87/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,17664
134.174.159.101,21/Mar/2021:19:20:50,GET /predict/9323e13795919671fcdca1e836d44f87/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,17664
134.174.159.101,21/Mar/2021:19:35:52,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/maps/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,7480
134.174.159.101,21/Mar/2021:19:35:57,GET /predict/upload/fastq/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,8767
134.174.159.101,21/Mar/2021:19:36:01,GET /maps/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,16150
134.174.159.101,21/Mar/2021:19:36:02,GET /favicon.ico HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,404,5114
134.174.159.101,21/Mar/2021:19:36:10,GET /predict/upload/manual/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,10118
134.174.159.101,21/Mar/2021:19:36:11,GET /genes/json/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/manual/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:86.0) Gecko/20100101 Firefox/86.0,200,86823
134.174.159.101,22/Mar/2021:04:04:22,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",302,0
134.174.159.101,22/Mar/2021:04:05:10,GET /user/login/?next=/predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",200,5622
134.174.159.101,22/Mar/2021:04:05:35,GET /auth/password_reset/ HTTP/1.1,https://gentb.hms.harvard.edu/user/login/?next=/predict/upload/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",200,5565
134.174.159.101,22/Mar/2021:04:05:40,GET /user/login/?next=/predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",200,5622
134.174.159.101,22/Mar/2021:04:05:48,GET /user/signup/ HTTP/1.1,https://gentb.hms.harvard.edu/user/login/?next=/predict/upload/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",200,6948
134.174.159.101,22/Mar/2021:04:13:02,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0,200,7480
134.174.159.101,22/Mar/2021:04:13:04,GET /predict/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0,200,8115
134.174.159.101,22/Mar/2021:10:05:13,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",200,8133
134.174.159.101,22/Mar/2021:10:05:15,GET /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",200,11227
134.174.159.101,22/Mar/2021:10:12:55,POST /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",302,0
