Isolate,Lineage,Resistant,WHO-Identified,High_Confidence,Low_Confidence
X1743_ano_flt,2.2.1,0,0,0,0
X1244_ano_flt,2.2.1,0,0,0,0
X1343_ano_flt,2.2.1,0,0,0,0
X1292_ano_flt,2.2.1,0,0,0,0
X1622_ano_flt,2.2.1,0,0,0,0
X398_ano_flt,2.2.1,0,0,0,0
X1177_ano_flt,2.2.1,0,1,0,1
X720_ano_flt,2.2.1,0,0,0,0
X1511_ano_flt,2.2.1,0,0,0,0
X1797_ano_flt,2.2.1,0,0,0,0
X676_ano_flt,2.2.1,0,1,0,1
X2073_ano_flt,2.2.1,0,0,0,0
X2279_ano_flt,2.2.1,0,0,0,0
X268_ano_flt,2.2.1,0,0,0,0
X1875_ano_flt,2.2.1,0,0,0,0
X1787_ano_flt,2.2.1,0,0,0,0
X2209_ano_flt,2.2.1,0,0,0,0
X1977_ano_flt,2.2.1,0,0,0,0
X535_ano_flt,2.2.1,0,0,0,0
X2090_ano_flt,2.2.1,0,0,0,0
X1545_ano_flt,2.2.1,0,0,0,0
X1707_ano_flt,2.2.1,0,0,0,0
X1975_ano_flt,2.2.1,0,0,0,0
X822_ano_flt,2.2.1,0,0,0,0
X118_ano_flt,2.2.1,0,0,0,0
X414_ano_flt,2.2.1,0,0,0,0
X2009_ano_flt,2.2.1,0,0,0,0
X2166_ano_flt,2.2.1,0,0,0,0
X898_ano_flt,2.2.1,0,0,0,0
X1665_ano_flt,2.2.1,0,0,0,0
X1477_ano_flt,2.2.1,0,0,0,0
X1269_ano_flt,2.2.1,0,0,0,0
X2208_ano_flt,2.2.1,0,0,0,0
X318_ano_flt,2.2.1,0,0,0,0
X325_ano_flt,2.2.1,0,0,0,0
X1887_ano_flt,2.2.1,0,0,0,0
X2110_ano_flt,2.2.1,0,0,0,0
X1932_ano_flt,2.2.1,0,0,0,0
X1812_ano_flt,2.2.1,0,0,0,0
X2095_ano_flt,2.2.1,0,0,0,0
X765_ano_flt,2.2.1,0,0,0,0
X250_ano_flt,2.2.1,0,0,0,0
X770_ano_flt,2.2.1,0,0,0,0
X410_ano_flt,2.2.1,0,0,0,0
S2_ano_flt,2.2.1,0,0,0,0
X577_ano_flt,2.2.1,0,0,0,0
X954_ano_flt,2.2.1,0,0,0,0
X796_ano_flt,2.2.1,0,0,0,0
X1387_ano_flt,2.2.1,0,0,0,0
X1208_ano_flt,2.2.1,0,0,0,0
X1345_ano_flt,2.2.1,0,0,0,0
X324_ano_flt,2.2.1,0,0,0,0
X116_ano_flt,2.2.1,0,0,0,0
X278_ano_flt,2.2.1,0,0,0,0
X825_ano_flt,2.2.1,0,0,0,0
X1157_ano_flt,2.2.1,0,0,0,0
X1816_ano_flt,2.2.1,0,0,0,0
X874_ano_flt,2.2.1,0,0,0,0
X335_ano_flt,2.2.1,0,0,0,0
X1626_ano_flt,2.2.1,0,0,0,0
X934_ano_flt,2.2.1,0,0,0,0
X667_ano_flt,2.2.1,0,0,0,0
X993_ano_flt,2.2.1,0,0,0,0
X970_ano_flt,2.2.1,0,0,0,0
X1270_ano_flt,2.2.1,0,0,0,0
X2183_ano_flt,2.2.1,0,0,0,0
X1960_ano_flt,2.2.1,0,0,0,0
X1952_ano_flt,2.2.1,0,0,0,0
X1361_ano_flt,2.2.1,0,0,0,0
X2085_ano_flt,2.2.1,0,0,0,0
X1585_ano_flt,2.2.1,0,0,0,0
X1645_ano_flt,2.2.1,0,0,0,0
X1359_ano_flt,2.2.1,0,0,0,0
X407_ano_flt,2.2.1,0,0,0,0
X684_ano_flt,2.2.1,0,1,0,1
X2125_ano_flt,2.2.1,0,1,0,1
X921_ano_flt,2.2.1,0,0,0,0
X2224_ano_flt,2.2.1,0,0,0,0
X167_ano_flt,2.2.1,0,0,0,0
X2283_ano_flt,2.2.1,0,0,0,0
X1795_ano_flt,2.2.1,0,0,0,0
X388_ano_flt,2.2.1,0,0,0,0
X886_ano_flt,2.2.1,0,0,0,0
X1783_ano_flt,2.2.1,0,0,0,0
X1495_ano_flt,2.2.1,0,0,0,0
X58_ano_flt,2.2.1,0,0,0,0
X859_ano_flt,2.2.1,0,0,0,0
X1948_ano_flt,2.2.1,0,0,0,0
X385_ano_flt,2.2.1,0,0,0,0
X1667_ano_flt,2.2.1,0,0,0,0
X1946_ano_flt,2.2.1,0,0,0,0
X134_ano_flt,2.2.1,0,1,0,1
X1611_ano_flt,2.2.1,0,0,0,0
X417_ano_flt,2.2.1,0,0,0,0
X1183_ano_flt,2.2.1,0,0,0,0
X1533_ano_flt,2.2.1,0,0,0,0
X1617_ano_flt,2.2.1,0,0,0,0
X977_ano_flt,2.2.1,0,0,0,0
X2262_ano_flt,2.2.1,0,0,0,0
X568_ano_flt,2.2.1,0,0,0,0
X374_ano_flt,2.2.1,0,0,0,0
X363_ano_flt,2.2.1,0,0,0,0
X2087_ano_flt,2.2.1,0,0,0,0
X2268_ano_flt,2.2.1,0,0,0,0
X657_ano_flt,2.2.1,0,0,0,0
X980_ano_flt,2.2.1,0,0,0,0
X1307_ano_flt,2.2.1,0,0,0,0
X1256_ano_flt,2.2.1,0,0,0,0
R6_ano_flt,2.2.1,0,0,0,0
X208_ano_flt,2.2.1,0,1,0,1
X576_ano_flt,2.2.1,0,0,0,0
X1911_ano_flt,2.2.1,0,0,0,0
X344_ano_flt,2.2.1,0,1,0,1
X133_ano_flt,2.2.1,0,0,0,0
X2015_ano_flt,2.2.1,0,0,0,0
X2232_ano_flt,2.2.1,0,0,0,0
X287_ano_flt,2.2.1,0,0,0,0
X968_ano_flt,2.2.1,0,0,0,0
X231_ano_flt,2.2.1,0,0,0,0
X1704_ano_flt,2.2.1,0,0,0,0
X1837_ano_flt,2.2.1,0,1,0,1
X251_ano_flt,2.2.1,0,0,0,0
X2157_ano_flt,2.2.1,0,0,0,0
X1893_ano_flt,2.2.1,0,0,0,0
X837_ano_flt,2.2.1,0,0,0,0
X2088_ano_flt,2.2.1,0,1,0,1
X790_ano_flt,2.2.1,0,0,0,0
X2239_ano_flt,2.2.1,0,0,0,0
X1846_ano_flt,2.2.1,0,0,0,0
X1746_ano_flt,2.2.1,0,0,0,0
X678_ano_flt,2.2.1,0,0,0,0
X364_ano_flt,2.2.1,0,0,0,0
X1615_ano_flt,2.2.1,0,0,0,0
X1570_ano_flt,2.2.1,0,1,0,1
X300_ano_flt,2.2.1,0,0,0,0
X2093_ano_flt,2.2.1,0,0,0,0
X1909_ano_flt,2.2.1,0,0,0,0
X209_ano_flt,2.2.1,0,0,0,0
X1613_ano_flt,2.2.1,0,0,0,0
X539_ano_flt,2.2.1,0,0,0,0
X2081_ano_flt,2.2.1,0,1,0,1
X732_ano_flt,2.2.1,0,0,0,0
X2213_ano_flt,2.2.1,0,0,0,0
X861_ano_flt,2.2.1,0,0,0,0
X2069_ano_flt,2.2.1,0,0,0,0
X2071_ano_flt,2.2.1,0,0,0,0
X793_ano_flt,2.2.1,0,0,0,0
X68_ano_flt,2.2.1,0,0,0,0
X962_ano_flt,2.2.1,0,0,0,0
X574_ano_flt,2.2.1,0,0,0,0
X273_ano_flt,2.2.1,0,0,0,0
X252_ano_flt,2.2.1,0,0,0,0
X1886_ano_flt,2.2.1,0,0,0,0
X2301_ano_flt,2.2.1,0,0,0,0
X1824_ano_flt,2.2.1,0,0,0,0
X791_ano_flt,2.2.1,0,0,0,0
X1287_ano_flt,2.2.1,0,1,0,1
X523_ano_flt,2.2.1,0,0,0,0
X952_ano_flt,2.2.1,0,0,0,0
X1956_ano_flt,2.2.1,0,0,0,0
X1788_ano_flt,2.2.1,0,0,0,0
X749_ano_flt,2.2.1,0,0,0,0
X775_ano_flt,2.2.1,0,0,0,0
X254_ano_flt,2.2.1,0,0,0,0
X2154_ano_flt,2.2.1,0,1,0,1
X2101_ano_flt,2.2.1,0,0,0,0
X1908_ano_flt,2.2.1,0,0,0,0
X537_ano_flt,2.2.1,0,0,0,0
X883_ano_flt,2.2.1,0,0,0,0
X1339_ano_flt,2.2.1,0,1,0,1
X2273_ano_flt,2.2.1,0,1,0,1
X399_ano_flt,2.2.1,0,0,0,0
X71_ano_flt,2.2.1,0,0,0,0
X1235_ano_flt,2.2.1,0,0,0,0
X802_ano_flt,2.2.1,0,0,0,0
X1118_ano_flt,2.2.1,0,0,0,0
X564_ano_flt,2.2.1,0,0,0,0
X903_ano_flt,2.2.1,0,0,0,0
X860_ano_flt,2.2.1,0,0,0,0
X1239_ano_flt,2.2.1,0,0,0,0
X2011_ano_flt,2.2.1,0,0,0,0
X1933_ano_flt,2.2.1,0,1,0,1
X693_ano_flt,2.2.1,0,0,0,0
X651_ano_flt,2.2.1,0,1,0,1
X1344_ano_flt,2.2.1,0,0,0,0
X545_ano_flt,2.2.1,0,0,0,0
X979_ano_flt,2.2.1,0,0,0,0
X1132_ano_flt,2.2.1,0,0,0,0
X185_ano_flt,2.2.1,0,0,0,0
X1769_ano_flt,2.2.1,0,0,0,0
X652_ano_flt,2.2.1,0,0,0,0
X923_ano_flt,2.2.1,0,0,0,0
X1532_ano_flt,2.2.1,0,0,0,0
X1884_ano_flt,2.2.1,0,0,0,0
X972_ano_flt,2.2.1,0,0,0,0
X272_ano_flt,2.2.1,0,0,0,0
X804_ano_flt,2.2.1,0,0,0,0
X774_ano_flt,2.2.1,0,0,0,0
X566_ano_flt,2.2.1,0,1,0,1
X1266_ano_flt,2.2.1,0,0,0,0
X2047_ano_flt,2.2.1,0,0,0,0
X1309_ano_flt,2.2.1,0,0,0,0
X373_ano_flt,2.2.1,0,0,0,0
X1720_ano_flt,2.2.1,0,0,0,0
X1781_ano_flt,2.2.1,0,0,0,0
X372_ano_flt,2.2.1,0,0,0,0
X310_ano_flt,2.2.1,0,0,0,0
X1772_ano_flt,2.2.1,0,0,0,0
X2167_ano_flt,2.2.1,0,0,0,0
X816_ano_flt,2.2.1,0,0,0,0
X686_ano_flt,2.2.1,0,0,0,0
X1360_ano_flt,2.2.1,0,0,0,0
X958_ano_flt,2.2.1,0,0,0,0
X634_ano_flt,2.2.1,0,0,0,0
X966_ano_flt,2.2.1,0,0,0,0
X355_ano_flt,2.2.1,0,0,0,0
X2078_ano_flt,2.2.1,0,0,0,0
X1847_ano_flt,2.2.1,0,0,0,0
X984_ano_flt,2.2.1,0,0,0,0
X215_ano_flt,2.2.1,0,0,0,0
X1509_ano_flt,2.2.1,0,0,0,0
X2013_ano_flt,2.2.1,0,0,0,0
X62_ano_flt,2.2.1,0,0,0,0
X2151_ano_flt,2.2.1,0,0,0,0
X711_ano_flt,2.2.1,0,0,0,0
X1174_ano_flt,2.2.1,0,1,0,1
X2043_ano_flt,2.2.1,0,0,0,0
X1138_ano_flt,2.2.1,0,0,0,0
X70_ano_flt,2.2.1,0,0,0,0
X1547_ano_flt,2.2.1,0,0,0,0
X946_ano_flt,2.2.1,0,0,0,0
X339_ano_flt,2.2.1,0,0,0,0
R74_ano_flt,2.2.1,0,0,0,0
X1644_ano_flt,2.2.1,0,0,0,0
X1336_ano_flt,2.2.1,0,0,0,0
X572_ano_flt,2.2.1,0,0,0,0
X2020_ano_flt,2.2.1,0,0,0,0
X1535_ano_flt,2.2.1,0,1,0,1
X1693_ano_flt,2.2.1,0,0,0,0
X205_ano_flt,2.2.1,0,0,0,0
X312_ano_flt,2.2.1,0,0,0,0
X1923_ano_flt,2.2.1,0,1,0,1
X911_ano_flt,2.2.1,0,0,0,0
X897_ano_flt,2.2.1,0,0,0,0
X937_ano_flt,2.2.1,0,0,0,0
X716_ano_flt,2.2.1,0,1,0,1
X1784_ano_flt,2.2.1,0,0,0,0
X350_ano_flt,2.2.1,0,0,0,0
X1750_ano_flt,2.2.1,0,0,0,0
X640_ano_flt,2.2.1,0,1,0,1
X2109_ano_flt,2.2.1,0,0,0,0
X1726_ano_flt,2.2.1,0,0,0,0
X944_ano_flt,2.2.1,0,0,0,0
X704_ano_flt,2.2.1,0,0,0,0
X990_ano_flt,2.2.1,0,0,0,0
X1922_ano_flt,2.2.1,0,0,0,0
X338_ano_flt,2.2.1,0,0,0,0
X303_ano_flt,2.2.1,0,0,0,0
X119_ano_flt,2.2.1,0,0,0,0
X2077_ano_flt,2.2.1,0,0,0,0
X249_ano_flt,2.2.1,0,1,0,1
X834_ano_flt,2.2.1,0,0,0,0
X967_ano_flt,2.2.1,0,1,0,1
X327_ano_flt,2.2.1,0,0,0,0
X1910_ano_flt,2.2.1,0,0,0,0
X2254_ano_flt,2.2.1,0,0,0,0
X683_ano_flt,2.2.1,0,0,0,0
X1814_ano_flt,2.2.1,0,0,0,0
X2270_ano_flt,2.2.1,0,0,0,0
X1951_ano_flt,2.2.1,0,0,0,0
X1614_ano_flt,2.2.1,0,0,0,0
X1992_ano_flt,2.2.1,0,0,0,0
X768_ano_flt,2.2.1,0,0,0,0
X1900_ano_flt,2.2.1,0,0,0,0
X735_ano_flt,2.2.1,0,0,0,0
X73_ano_flt,2.2.1,0,0,0,0
X899_ano_flt,2.2.1,0,0,0,0
X989_ano_flt,2.2.1,0,0,0,0
X370_ano_flt,2.2.1,0,0,0,0
X943_ano_flt,2.2.1,0,0,0,0
X823_ano_flt,2.2.1,0,0,0,0
X380_ano_flt,2.2.1,0,0,0,0
X316_ano_flt,2.2.1,0,0,0,0
X964_ano_flt,2.2.1,0,0,0,0
X983_ano_flt,2.2.1,0,0,0,0
X1280_ano_flt,2.2.1,0,0,0,0
X936_ano_flt,2.2.1,0,0,0,0
X849_ano_flt,2.2.1,0,0,0,0
X680_ano_flt,2.2.1,0,0,0,0
X1220_ano_flt,2.2.1,0,0,0,0
X2173_ano_flt,2.2.1,0,1,0,1
X211_ano_flt,2.2.1,0,0,0,0
X578_ano_flt,2.2.1,0,0,0,0
X2046_ano_flt,2.2.1,0,0,0,0
X1267_ano_flt,2.2.1,0,0,0,0
X2287_ano_flt,2.2.1,0,0,0,0
X999_ano_flt,2.2.1,0,0,0,0
X371_ano_flt,2.2.1,0,1,0,1
X1698_ano_flt,2.2.1,0,0,0,0
X1789_ano_flt,2.2.1,0,0,0,0
X753_ano_flt,2.2.1,0,0,0,0
X569_ano_flt,2.2.1,0,0,0,0
X1114_ano_flt,2.2.1,0,0,0,0
X575_ano_flt,2.2.1,0,0,0,0
X2111_ano_flt,2.2.1,0,0,0,0
X2107_ano_flt,2.2.1,0,0,0,0
X1273_ano_flt,2.2.1,0,0,0,0
X553_ano_flt,2.2.1,0,0,0,0
X1809_ano_flt,2.2.1,0,0,0,0
X1531_ano_flt,2.2.1,0,0,0,0
X248_ano_flt,2.2.1,0,1,0,1
X1724_ano_flt,2.2.1,0,0,0,0
X1247_ano_flt,2.2.1,0,1,0,1
X1753_ano_flt,2.2.1,0,0,0,0
X906_ano_flt,2.2.1,0,1,0,1
X789_ano_flt,2.2.1,0,0,0,0
X146_ano_flt,2.2.1,0,0,0,0
X126_ano_flt,2.2.1,0,0,0,0
X2055_ano_flt,2.2.1,0,0,0,0
X1414_ano_flt,2.2.1,0,0,0,0
X797_ano_flt,2.2.1,0,0,0,0
X145_ano_flt,2.2.1,0,0,0,0
X1180_ano_flt,2.2.1,0,0,0,0
X584_ano_flt,2.2.1,0,1,0,1
X1770_ano_flt,2.2.1,0,0,0,0
X1962_ano_flt,2.2.1,0,0,0,0
X1351_ano_flt,2.2.1,0,0,0,0
X938_ano_flt,2.2.1,0,0,0,0
X2010_ano_flt,2.2.1,0,0,0,0
X139_ano_flt,2.2.1,0,0,0,0
X736_ano_flt,2.2.1,0,0,0,0
X2137_ano_flt,2.2.1,0,0,0,0
X168_ano_flt,2.2.1,0,0,0,0
X409_ano_flt,2.2.1,0,0,0,0
X61_ano_flt,2.2.1,0,0,0,0
X2189_ano_flt,2.2.1,0,0,0,0
X996_ano_flt,2.2.1,0,0,0,0
X411_ano_flt,2.2.1,0,0,0,0
X172_ano_flt,2.2.1,0,0,0,0
X932_ano_flt,2.2.1,0,0,0,0
X567_ano_flt,2.2.1,0,1,0,1
X2300_ano_flt,2.2.1,0,0,0,0
X536_ano_flt,2.2.1,0,0,0,0
X366_ano_flt,2.2.1,0,0,0,0
X530_ano_flt,2.2.1,0,0,0,0
X2079_ano_flt,2.2.1,0,0,0,0
X740_ano_flt,2.2.1,0,0,0,0
X1362_ano_flt,2.2.1,0,0,0,0
X798_ano_flt,2.2.1,0,0,0,0
X473_ano_flt,2.2.1,0,0,0,0
X654_ano_flt,2.2.1,0,0,0,0
X1890_ano_flt,2.2.1,0,0,0,0
X161_ano_flt,2.2.1,0,0,0,0
X644_ano_flt,2.2.1,0,0,0,0
X395_ano_flt,2.2.1,0,0,0,0
X1581_ano_flt,2.2.1,0,0,0,0
X1931_ano_flt,2.2.1,0,0,0,0
X1625_ano_flt,2.2.1,0,0,0,0
X1102_ano_flt,2.2.1,0,0,0,0
X1950_ano_flt,2.2.1,0,0,0,0
X113_ano_flt,2.2.1,0,0,0,0
X1796_ano_flt,2.2.1,0,0,0,0
X641_ano_flt,2.2.1,0,0,0,0
X393_ano_flt,2.2.1,0,0,0,0
X166_ano_flt,2.2.1,0,0,0,0
X772_ano_flt,2.2.1,0,0,0,0
X955_ano_flt,2.2.1,0,0,0,0
X956_ano_flt,2.2.1,0,0,0,0
X833_ano_flt,2.2.1,0,0,0,0
X1678_ano_flt,2.2.1,0,0,0,0
X2216_ano_flt,2.2.1,0,0,0,0
X884_ano_flt,2.2.1,0,0,0,0
X329_ano_flt,2.2.1,0,1,0,1
X2065_ano_flt,2.2.1,0,0,0,0
X1679_ano_flt,2.2.1,0,0,0,0
X2041_ano_flt,2.2.1,0,0,0,0
X1894_ano_flt,2.2.1,0,0,0,0
X337_ano_flt,2.2.1,0,0,0,0
X550_ano_flt,2.2.1,0,0,0,0
X912_ano_flt,2.2.1,0,0,0,0
X1222_ano_flt,2.2.1,0,1,0,1
X2248_ano_flt,2.2.1,0,0,0,0
X1233_ano_flt,2.2.1,0,0,0,0
X383_ano_flt,2.2.1,0,0,0,0
X389_ano_flt,2.2.1,0,1,0,1
X206_ano_flt,2.2.1,0,0,0,0
X2008_ano_flt,2.2.1,0,0,0,0
X803_ano_flt,2.2.1,0,0,0,0
X2150_ano_flt,2.2.1,0,0,0,0
X2067_ano_flt,2.2.1,0,0,0,0
X1164_ano_flt,2.2.1,0,0,0,0
X60_ano_flt,2.2.1,0,0,0,0
X1274_ano_flt,2.2.1,0,0,0,0
X1760_ano_flt,2.2.1,0,0,0,0
X930_ano_flt,2.2.1,0,0,0,0
X331_ano_flt,2.2.1,0,0,0,0
X764_ano_flt,2.2.1,0,0,0,0
X1897_ano_flt,2.2.1,0,0,0,0
X792_ano_flt,2.2.1,0,0,0,0
X377_ano_flt,2.2.1,0,0,0,0
X1348_ano_flt,2.2.1,0,0,0,0
X69_ano_flt,2.2.1,0,0,0,0
X2165_ano_flt,2.2.1,0,0,0,0
X4_ano_flt,2.2.1,0,0,0,0
X2266_ano_flt,2.2.1,0,1,0,1
X929_ano_flt,2.2.1,0,0,0,0
X1715_ano_flt,2.2.1,0,0,0,0
X1094_ano_flt,2.2.1,0,0,0,0
X136_ano_flt,2.2.1,0,0,0,0
X1663_ano_flt,2.2.1,0,0,0,0
X1319_ano_flt,2.2.1,0,0,0,0
X1478_ano_flt,2.2.1,0,0,0,0
X945_ano_flt,2.2.1,0,0,0,0
X1487_ano_flt,2.2.1,0,0,0,0
X1845_ano_flt,2.2.1,0,1,0,1
X1914_ano_flt,2.2.1,0,0,0,0
X348_ano_flt,2.2.1,0,0,0,0
X1912_ano_flt,2.2.1,0,0,0,0
X1744_ano_flt,2.2.1,0,0,0,0
X1655_ano_flt,2.2.1,0,0,0,0
X1223_ano_flt,2.2.1,0,0,0,0
X2146_ano_flt,2.2.1,0,0,0,0
X2179_ano_flt,2.2.1,0,0,0,0
X1544_ano_flt,2.2.1,0,0,0,0
X975_ano_flt,2.2.1,0,0,0,0
X637_ano_flt,2.2.1,0,0,0,0
X64_ano_flt,2.2.1,0,0,0,0
X376_ano_flt,2.2.1,0,0,0,0
X1905_ano_flt,2.2.1,0,0,0,0
X2176_ano_flt,2.2.1,0,0,0,0
X1491_ano_flt,2.2.1,0,0,0,0
X1792_ano_flt,2.2.1,0,0,0,0
X1184_ano_flt,2.2.1,0,0,0,0
X1804_ano_flt,2.2.1,0,0,0,0
X275_ano_flt,2.2.1,0,0,0,0
X1254_ano_flt,2.2.1,0,0,0,0
X766_ano_flt,2.2.1,0,0,0,0
X719_ano_flt,2.2.1,0,0,0,0
X971_ano_flt,2.2.1,0,0,0,0
X1990_ano_flt,2.2.1,0,0,0,0
X406_ano_flt,2.2.1,0,0,0,0
X326_ano_flt,2.2.1,0,0,0,0
X125_ano_flt,2.2.1,0,0,0,0
X1901_ano_flt,2.2.1,0,0,0,0
X424_ano_flt,2.2.1,0,0,0,0
X931_ano_flt,2.2.1,0,0,0,0
X1374_ano_flt,2.2.1,0,0,0,0
X1764_ano_flt,2.2.1,0,0,0,0
X1398_ano_flt,2.2.1,0,0,0,0
X115_ano_flt,2.2.1,0,0,0,0
X1692_ano_flt,2.2.1,0,0,0,0
X1928_ano_flt,2.2.1,0,0,0,0
X558_ano_flt,2.2.1,0,0,0,0
X1376_ano_flt,2.2.1,0,0,0,0
X1647_ano_flt,2.2.1,0,0,0,0
X1636_ano_flt,2.2.1,0,0,0,0
X826_ano_flt,2.2.1,0,0,0,0
X985_ano_flt,2.2.1,0,0,0,0
X2277_ano_flt,2.2.1,0,1,0,1
X1659_ano_flt,2.2.1,0,0,0,0
X2226_ano_flt,2.2.1,0,0,0,0
X656_ano_flt,2.2.1,0,0,0,0
X2168_ano_flt,2.2.1,0,0,0,0
X1848_ano_flt,2.2.1,0,0,0,0
X1240_ano_flt,2.2.1,0,0,0,0
X914_ano_flt,2.2.1,0,0,0,0
X1390_ano_flt,2.2.1,0,0,0,0
X887_ano_flt,2.2.1,0,0,0,0
X413_ano_flt,2.2.1,0,0,0,0
X560_ano_flt,2.2.1,0,0,0,0
X2031_ano_flt,2.2.1,0,1,0,1
X1553_ano_flt,2.2.1,0,0,0,0
X313_ano_flt,2.2.1,0,0,0,0
X1253_ano_flt,2.2.1,0,0,0,0
X2271_ano_flt,2.2.1,0,0,0,0
X2265_ano_flt,2.2.1,0,0,0,0
X960_ano_flt,2.2.1,0,0,0,0
X138_ano_flt,2.2.1,0,1,0,1
X343_ano_flt,2.2.1,0,1,0,1
X1474_ano_flt,2.2.1,0,0,0,0
X1973_ano_flt,2.2.1,0,0,0,0
X557_ano_flt,2.2.1,0,0,0,0
X347_ano_flt,2.2.1,0,0,0,0
X130_ano_flt,2.2.1,0,0,0,0
X1988_ano_flt,2.2.1,0,0,0,0
X394_ano_flt,2.2.1,0,0,0,0
X263_ano_flt,2.2.1,0,0,0,0
X1229_ano_flt,2.2.1,0,0,0,0
X418_ano_flt,2.2.1,0,0,0,0
X2060_ano_flt,2.2.1,0,0,0,0
X847_ano_flt,2.2.1,0,0,0,0
X863_ano_flt,2.2.1,0,0,0,0
X1969_ano_flt,2.2.1,0,0,0,0
X1690_ano_flt,2.2.1,0,0,0,0
X1490_ano_flt,2.2.1,0,0,0,0
X235_ano_flt,2.2.1,0,0,0,0
X2070_ano_flt,2.2.1,0,0,0,0
X1944_ano_flt,2.2.1,0,0,0,0
X2274_ano_flt,2.2.1,0,0,0,0
X2222_ano_flt,2.2.1,0,0,0,0
X66_ano_flt,2.2.1,0,0,0,0
X913_ano_flt,2.2.1,0,0,0,0
X1579_ano_flt,2.2.1,0,0,0,0
S39_ano_flt,2.2.1,0,0,0,0
X379_ano_flt,2.2.1,0,0,0,0
X920_ano_flt,2.2.1,0,0,0,0
X234_ano_flt,2.2.1,0,0,0,0
X2104_ano_flt,2.2.1,0,0,0,0
X2123_ano_flt,2.2.1,0,0,0,0
X974_ano_flt,2.2.1,0,0,0,0
X941_ano_flt,2.2.1,0,0,0,0
X1580_ano_flt,2.2.1,0,0,0,0
X940_ano_flt,2.2.1,0,1,0,1
X835_ano_flt,2.2.1,0,0,0,0
X381_ano_flt,2.2.1,0,1,0,1
X1889_ano_flt,2.2.1,0,1,0,1
X1486_ano_flt,2.2.1,0,0,0,0
X369_ano_flt,2.2.1,0,0,0,0
X562_ano_flt,2.2.1,0,0,0,0
X717_ano_flt,2.2.1,0,0,0,0
X1805_ano_flt,2.2.1,0,0,0,0
X2267_ano_flt,2.2.1,0,0,0,0
X2236_ano_flt,2.2.1,0,0,0,0
X1241_ano_flt,2.2.1,0,0,0,0
X987_ano_flt,2.2.1,0,1,0,1
X939_ano_flt,2.2.1,0,0,0,0
X1786_ano_flt,2.2.1,0,0,0,0
X1666_ano_flt,2.2.1,0,0,0,0
X378_ano_flt,2.2.1,0,0,0,0
X889_ano_flt,2.2.1,0,0,0,0
X212_ano_flt,2.2.1,0,0,0,0
X636_ano_flt,2.2.1,0,0,0,0
X20_ano_flt,2.2.1,0,0,0,0
X1896_ano_flt,2.2.1,0,0,0,0
X256_ano_flt,2.2.1,0,1,0,1
X182_ano_flt,2.2.1,0,0,0,0
X353_ano_flt,2.2.1,0,0,0,0
X950_ano_flt,2.2.1,0,0,0,0
X1564_ano_flt,2.2.1,0,0,0,0
X776_ano_flt,2.2.1,0,0,0,0
X368_ano_flt,2.2.1,0,0,0,0
X311_ano_flt,2.2.1,0,0,0,0
X1555_ano_flt,2.2.1,0,0,0,0
X1219_ano_flt,2.2.1,0,1,0,1
X991_ano_flt,2.2.1,0,0,0,0
X334_ano_flt,2.2.1,0,0,0,0
X2280_ano_flt,2.2.1,0,0,0,0
X692_ano_flt,2.2.1,0,0,0,0
X1987_ano_flt,2.2.1,0,0,0,0
X1473_ano_flt,2.2.1,0,0,0,0
X400_ano_flt,2.2.1,0,0,0,0
X681_ano_flt,2.2.1,0,0,0,0
X72_ano_flt,2.2.1,0,0,0,0
X1898_ano_flt,2.2.1,0,0,0,0
X1066_ano_flt,2.2.1,0,0,0,0
X815_ano_flt,2.2.1,0,0,0,0
X2184_ano_flt,2.2.1,0,0,0,0
X405_ano_flt,2.2.1,0,0,0,0
TSVC_variants_I3214504_021,2.2.1,0,0,0,0
BORA_19,2.2.1,0,0,0,0
TB-MoldovaSeq-DNA0272-3051_S82_ndc,2.2.1,0,0,0,0
TB-111-16595-18-138_S100_R.all,2.2.1,0,0,0,0
TB-111-16594-18_S127_R.all,2.2.1,0,0,0,0
TB-MoldovaSeq-DNA0196-1878_S6_ndc,2.2.1,0,0,0,0
BORA_38_S24_L001,2.2.1,0,0,0,0
1324301.3_sus,2.2.1,0,0,0,0
1397911.3_sus,2.2.1,0,0,0,0
1397941.3_sus,2.2.1,0,0,0,0
SAMEA1015933,2.2.1,0,0,0,0
1408952.4_res,2.2.1,0,0,0,0
TB-MoldovaSeq-DNA120-1556_S121_ndc,2.2.1,0,0,0,0
TB-MoldovaSeq-DNA125-1433_S126_ndc,2.2.1,0,1,0,1
TB-MoldovaSeq-DNA127-1914_S128_ndc,2.2.1,0,0,0,0
TB-MoldovaSeq-DNA147-2239_S148_ndc,2.2.1,0,1,0,1
TB-MoldovaSeq-DNA113-1435_S114_ndc,2.2.1,0,1,0,1
TB-DNA0340_S197_R.all,2.2.1,0,0,0,0
BORA_38,2.2.1,0,0,0,0
BORA_26,2.2.1,0,0,0,0
BORA_21,2.2.1,0,0,0,0
BORA_29,2.2.1,0,0,0,0
R14_ano,2.2.1,0,0,0,0
S7_ano,2.2.1,0,0,0,0
S92_ano,2.2.1,0,0,0,0
S76_ano,2.2.1,0,0,0,0
S83_ano,2.2.1,0,0,0,0
S91_ano,2.2.1,0,0,0,0
R43_ano,2.2.1,0,0,0,0
R19_ano,2.2.1,0,0,0,0
S48_ano,2.2.1,0,1,0,1
S37_ano,2.2.1,0,0,0,0
