,Drug,Lineage,Percentage of Strains that are Resistant,Number of Resistant Strains,Number of Susceptible Strains
504,cip,4.8,2.736318407960199,11,391
505,cip,"4.8,4.3.4.1",0.0,0,1
506,cip,"4.8,4.9",0.0,0,1
507,cip,4.9,7.8125,5,59
508,cip,5,0.0,0,1
509,cip,6,0.0,0,1
510,cip,"6,BOV_AFRI",50.0,2,2
511,cip,BOV_AFRI,20.0,4,16
512,cip,nan,12.5,1,7
513,emb,1,0.0,0,1
514,emb,1.1,100.0,1,0
515,emb,1.1.1,100.0,3,0
516,emb,"1.1.1,4.9",0.0,0,1
517,emb,1.1.1.1,0.0,0,3
518,emb,1.1.1.1.1,4.3478260869565215,1,22
519,emb,"1.1.1.1.1,2.2.1.1.1",33.333333333333336,1,2
520,emb,1.1.1.2,0.0,0,25
521,emb,"1.1.1.2,4.2.1.1.1.1.1.1.i2",0.0,0,1
522,emb,"1.1.1.2.i1,2.2.1.1.1.i3",0.0,0,1
523,emb,1.1.2,11.176470588235293,19,151
524,emb,"1.1.2,2.2.1.1.1",0.0,0,2
525,emb,"1.1.2,4",0.0,0,1
526,emb,1.1.3,6.451612903225806,2,29
527,emb,"1.1.3,4.9",0.0,0,2
528,emb,1.2.1,7.142857142857143,2,26
529,emb,"1.2.1,4.9",0.0,0,1
530,emb,1.2.1.1.1,0.0,0,8
531,emb,1.2.1.1.2,0.0,0,3
532,emb,1.2.2,25.641025641025642,10,29
533,emb,"1.2.2,4",0.0,0,1
534,emb,1.2.2.1,41.46341463414634,17,24
535,emb,"1.2.2.1,1.1.2",0.0,0,1
536,emb,"1.2.2.1,2.2.1.1.1",100.0,1,0
537,emb,"1.2.2.1,4",0.0,0,1
538,emb,"1.2.2.1,4.2.1.2.1.1.i3.1,4.1.i1.1.1.1,2.2.1.1.1,4.2.1.2.1.1.i3.2,4.1.i1.1.2,1.1.1.2.i1,3.1.1.i1,4.2.1.1.1.1.1.1.i2",0.0,0,1
539,emb,1.2.2.2,0.0,0,15
540,emb,"2,4.8",0.0,0,1
541,emb,2.1,80.0,4,1
542,emb,2.2,0.0,0,1
543,emb,"2.2,3",0.0,0,1
544,emb,"2.2,4.8",0.0,0,2
545,emb,2.2.1,25.737051792828684,646,1864
546,emb,"2.2.1,4",0.0,0,3
547,emb,"2.2.1,4.2",0.0,0,1
548,emb,"2.2.1,4.8",0.0,0,8
549,emb,"2.2.1,4.9",0.0,0,4
550,emb,2.2.1.1,18.840579710144926,13,56
551,emb,2.2.1.1.1,39.90683229813665,257,387
552,emb,"2.2.1.1.1,2.2.1.1.2",100.0,1,0
553,emb,"2.2.1.1.1,3.1.1.i1",0.0,0,1
554,emb,"2.2.1.1.1,4.2.1.2.1.1",0.0,0,2
555,emb,"2.2.1.1.1,4.2.1.2.1.1.i1",0.0,0,6
556,emb,2.2.1.1.1.i1,16.666666666666668,1,5
557,emb,2.2.1.1.1.i2,0.0,0,2
558,emb,2.2.1.1.1.i3,45.833333333333336,22,26
559,emb,2.2.1.1.2,25.0,3,9
560,emb,2.2.1.2,100.0,1,0
561,emb,"2.2.1.2,3.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
562,emb,2.2.2,66.79841897233202,169,84
563,emb,"2.2.2,2.2.1",0.0,0,1
564,emb,"2.2.2,2.2.1.1.1",0.0,0,1
565,emb,3,39.285714285714285,55,85
566,emb,"3,4",0.0,0,1
567,emb,3.1,0.0,0,2
568,emb,"3.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
569,emb,3.1.1,35.13513513513514,52,96
570,emb,"3.1.1,2.2.1.1.1",100.0,3,0
571,emb,"3.1.1,4.1.i1.1.1.1",0.0,0,1
572,emb,"3.1.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
573,emb,"3.1.1,4.2.1.1.1.2.1.1",0.0,0,1
574,emb,3.1.1.,0.0,0,1
575,emb,3.1.1.i1,26.666666666666668,4,11
576,emb,3.1.1.i2,24.137931034482758,7,22
577,emb,3.1.2,0.0,0,9
578,emb,3.1.2.1,25.0,2,6
579,emb,3.1.2.2,0.0,0,1
580,emb,3.2,0.0,0,1
581,emb,3.2.1,0.0,0,1
582,emb,4,28.88888888888889,13,32
583,emb,4.1,35.13513513513514,13,24
584,emb,4.1.1,50.0,2,2
585,emb,"4.1.1,4.8",100.0,1,0
586,emb,4.1.1.1,25.0,4,12
587,emb,4.1.1.2,0.0,0,5
588,emb,4.1.1.3,64.0625,41,23
589,emb,4.1.2,8.333333333333334,3,33
590,emb,4.1.2.1,15.625,35,189
591,emb,"4.1.2.1,2.2.1",50.0,3,3
592,emb,"4.1.2.1,2.2.1,1.1.2",100.0,1,0
593,emb,"4.1.2.1,3",100.0,1,0
594,emb,"4.1.2.1,4.2.1",100.0,1,0
595,emb,"4.1.2.1,4.3.3",100.0,1,0
596,emb,"4.1.2.1,4.4.1.1",100.0,1,0
597,emb,"4.1.2.1,4.8",0.0,0,3
598,emb,4.1.i1.1.1,0.0,0,1
599,emb,4.1.i1.1.1.1,17.228464419475657,46,221
600,emb,"4.1.i1.1.1.1,2.2.1.1.1",50.0,1,1
601,emb,"4.1.i1.1.1.1,4.2.1.2.1.1.i4.1",0.0,0,2
602,emb,"4.1.i1.1.1.1,4.2.1.2.2.1",0.0,0,1
603,emb,4.1.i1.1.1.2,20.0,1,4
604,emb,4.1.i1.1.2,33.333333333333336,1,2
605,emb,4.1.i1.2.1,15.267175572519085,20,111
606,emb,"4.1.i1.2.1,2.2.1.1.1",0.0,0,3
607,emb,4.1.i1.2.2,0.0,0,4
608,emb,4.1.i2.1,0.0,0,1
609,emb,"4.1.i2.1,4.2.1.2.1.1.i1",0.0,0,1
610,emb,4.2,0.0,0,2
611,emb,"4.2,4.8",0.0,0,1
612,emb,"4.2,4.9",50.0,1,1
613,emb,4.2.1,56.77179962894249,306,233
614,emb,"4.2.1,2.2.1",93.33333333333333,14,1
615,emb,"4.2.1,2.2.1,4.8",100.0,1,0
616,emb,"4.2.1,4.9",0.0,0,1
617,emb,4.2.1.1.1.1.1.1.i1,20.168067226890756,24,95
618,emb,"4.2.1.1.1.1.1.1.i1,1.2.1.1.1",0.0,0,1
619,emb,"4.2.1.1.1.1.1.1.i1,4.2.1.2.1.1.i1",0.0,0,2
620,emb,4.2.1.1.1.1.1.1.i2,15.625,5,27
621,emb,4.2.1.1.1.1.2,100.0,28,0
622,emb,4.2.1.1.1.2.1.1.1.1.1,5.882352941176471,1,16
623,emb,4.2.1.1.1.2.1.1.1.1.2,0.0,0,7
624,emb,4.2.1.1.1.2.1.2,0.0,0,1
625,emb,4.2.1.1.1.2.2.1.1.1.2,100.0,3,0
626,emb,"4.2.1.1.1.2.2.1.1.1.2,4.2.1.1.1.2.2.1.2,1.1.1.2.i1,3.1,4.2.1.1.1.1.1.1.i2",100.0,1,0
627,emb,4.2.1.1.1.2.2.1.1.2,0.0,0,2
628,emb,4.2.1.1.1.2.2.1.2,100.0,1,0
629,emb,"4.2.1.1.1.2.2.1.2,4.2.1.2.1.1.i3.2",100.0,1,0
630,emb,4.2.1.1.2,10.638297872340425,5,42
631,emb,4.2.1.2.1.1,0.0,0,1
632,emb,4.2.1.2.1.1.i1,9.782608695652174,9,83
633,emb,4.2.1.2.1.1.i2,62.5,5,3
634,emb,4.2.1.2.1.1.i3.1,36.0,18,32
635,emb,"4.2.1.2.1.1.i3.1,2.2.1.1.1",100.0,1,0
636,emb,4.2.1.2.1.1.i3.2,40.476190476190474,17,25
637,emb,4.2.1.2.1.1.i4.1,45.205479452054796,99,120
638,emb,"4.2.1.2.1.1.i4.1,4.2.1.2.1.1.i1",100.0,1,0
639,emb,4.2.1.2.1.2,0.0,0,3
640,emb,"4.2.1.2.1.2,4.2.1.1.1.2.2.1.1.1.2,4.1.i1.2.2,4.1.i1.1,1.1.1.2.i1,3.1,4.2.1.1.1.2.1.1.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
641,emb,4.2.1.2.2.1,0.0,0,3
642,emb,4.2.1.2.2.1.1,49.152542372881356,29,30
643,emb,4.2.1.2.2.1.2,8.333333333333334,1,11
644,emb,4.2.1.2.2.2,9.523809523809524,2,19
645,emb,4.2.2,25.925925925925927,7,20
646,emb,4.2.2.1,53.125,17,15
647,emb,4.2.2.2.1,78.94736842105263,15,4
648,emb,4.2.2.2.2,50.0,1,1
649,emb,4.3,0.0,0,1
650,emb,"4.3,4.4.1.2,4.9",0.0,0,2
651,emb,"4.3,4.9",0.0,0,1
652,emb,4.3.1,0.0,0,2
653,emb,4.3.2,20.0,3,12
654,emb,4.3.2.1,22.22222222222222,6,21
655,emb,4.3.3,38.37837837837838,142,228
656,emb,"4.3.3,2.2.1",0.0,0,1
657,emb,"4.3.3,4.2.1",100.0,2,0
658,emb,"4.3.3,4.8",0.0,0,2
659,emb,4.3.4,50.0,1,1
660,emb,4.3.4.1,15.492957746478874,11,60
661,emb,4.3.4.2,58.13953488372093,50,36
662,emb,4.3.4.2.1,30.76923076923077,4,9
663,emb,4.4,0.0,0,1
664,emb,4.4.1.1,64.83516483516483,59,32
665,emb,4.4.1.2,8.333333333333334,1,11
666,emb,4.4.2,9.345794392523365,10,97
667,emb,4.5,10.975609756097562,9,73
668,emb,"4.5,4.9",0.0,0,2
669,emb,4.6,77.77777777777777,7,2
670,emb,4.6.1.1,100.0,8,0
671,emb,4.6.1.2,16.666666666666668,1,5
672,emb,4.6.2,77.41935483870968,24,7
673,emb,4.6.2.2,14.285714285714286,1,6
674,emb,4.7,29.41176470588235,10,24
675,emb,4.8,9.701492537313433,39,363
676,emb,"4.8,4.3.4.1",0.0,0,1
677,emb,"4.8,4.9",0.0,0,1
678,emb,4.9,12.5,8,56
679,emb,5,0.0,0,1
680,emb,6,0.0,0,1
681,emb,"6,BOV_AFRI",50.0,2,2
682,emb,BOV_AFRI,0.0,0,20
683,emb,nan,12.5,1,7
684,eth,1,0.0,0,1
685,eth,1.1,0.0,0,1
686,eth,1.1.1,33.333333333333336,1,2
687,eth,"1.1.1,4.9",0.0,0,1
688,eth,1.1.1.1,33.333333333333336,1,2
689,eth,1.1.1.1.1,13.043478260869565,3,20
690,eth,"1.1.1.1.1,2.2.1.1.1",33.333333333333336,1,2
691,eth,1.1.1.2,16.0,4,21
692,eth,"1.1.1.2,4.2.1.1.1.1.1.1.i2",0.0,0,1
693,eth,"1.1.1.2.i1,2.2.1.1.1.i3",0.0,0,1
694,eth,1.1.2,7.647058823529412,13,157
695,eth,"1.1.2,2.2.1.1.1",0.0,0,2
696,eth,"1.1.2,4",0.0,0,1
697,eth,1.1.3,9.67741935483871,3,28
698,eth,"1.1.3,4.9",0.0,0,2
699,eth,1.2.1,10.714285714285714,3,25
700,eth,"1.2.1,4.9",0.0,0,1
701,eth,1.2.1.1.1,25.0,2,6
702,eth,1.2.1.1.2,33.333333333333336,1,2
703,eth,1.2.2,17.94871794871795,7,32
704,eth,"1.2.2,4",0.0,0,1
705,eth,1.2.2.1,39.02439024390244,16,25
706,eth,"1.2.2.1,1.1.2",0.0,0,1
707,eth,"1.2.2.1,2.2.1.1.1",100.0,1,0
708,eth,"1.2.2.1,4",0.0,0,1
709,eth,"1.2.2.1,4.2.1.2.1.1.i3.1,4.1.i1.1.1.1,2.2.1.1.1,4.2.1.2.1.1.i3.2,4.1.i1.1.2,1.1.1.2.i1,3.1.1.i1,4.2.1.1.1.1.1.1.i2",0.0,0,1
710,eth,1.2.2.2,0.0,0,15
711,eth,"2,4.8",0.0,0,1
712,eth,2.1,0.0,0,5
713,eth,2.2,0.0,0,1
714,eth,"2.2,3",0.0,0,1
715,eth,"2.2,4.8",0.0,0,2
716,eth,2.2.1,9.123505976095618,229,2281
717,eth,"2.2.1,4",0.0,0,3
718,eth,"2.2.1,4.2",0.0,0,1
719,eth,"2.2.1,4.8",12.5,1,7
720,eth,"2.2.1,4.9",0.0,0,4
721,eth,2.2.1.1,4.3478260869565215,3,66
722,eth,2.2.1.1.1,14.751552795031056,95,549
723,eth,"2.2.1.1.1,2.2.1.1.2",0.0,0,1
724,eth,"2.2.1.1.1,3.1.1.i1",0.0,0,1
725,eth,"2.2.1.1.1,4.2.1.2.1.1",0.0,0,2
726,eth,"2.2.1.1.1,4.2.1.2.1.1.i1",0.0,0,6
727,eth,2.2.1.1.1.i1,0.0,0,6
728,eth,2.2.1.1.1.i2,0.0,0,2
729,eth,2.2.1.1.1.i3,12.5,6,42
730,eth,2.2.1.1.2,8.333333333333334,1,11
731,eth,2.2.1.2,0.0,0,1
732,eth,"2.2.1.2,3.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
733,eth,2.2.2,54.54545454545455,138,115
734,eth,"2.2.2,2.2.1",0.0,0,1
735,eth,"2.2.2,2.2.1.1.1",0.0,0,1
736,eth,3,9.285714285714286,13,127
737,eth,"3,4",0.0,0,1
738,eth,3.1,0.0,0,2
739,eth,"3.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
740,eth,3.1.1,2.027027027027027,3,145
741,eth,"3.1.1,2.2.1.1.1",0.0,0,3
742,eth,"3.1.1,4.1.i1.1.1.1",0.0,0,1
743,eth,"3.1.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
744,eth,"3.1.1,4.2.1.1.1.2.1.1",100.0,1,0
745,eth,3.1.1.,0.0,0,1
746,eth,3.1.1.i1,20.0,3,12
747,eth,3.1.1.i2,0.0,0,29
748,eth,3.1.2,0.0,0,9
749,eth,3.1.2.1,12.5,1,7
750,eth,3.1.2.2,0.0,0,1
751,eth,3.2,0.0,0,1
752,eth,3.2.1,0.0,0,1
753,eth,4,6.666666666666667,3,42
754,eth,4.1,2.7027027027027026,1,36
755,eth,4.1.1,25.0,1,3
756,eth,"4.1.1,4.8",0.0,0,1
757,eth,4.1.1.1,6.25,1,15
758,eth,4.1.1.2,20.0,1,4
759,eth,4.1.1.3,39.0625,25,39
760,eth,4.1.2,5.555555555555555,2,34
761,eth,4.1.2.1,10.267857142857142,23,201
762,eth,"4.1.2.1,2.2.1",33.333333333333336,2,4
763,eth,"4.1.2.1,2.2.1,1.1.2",100.0,1,0
764,eth,"4.1.2.1,3",0.0,0,1
765,eth,"4.1.2.1,4.2.1",100.0,1,0
766,eth,"4.1.2.1,4.3.3",100.0,1,0
767,eth,"4.1.2.1,4.4.1.1",0.0,0,1
768,eth,"4.1.2.1,4.8",0.0,0,3
769,eth,4.1.i1.1.1,0.0,0,1
770,eth,4.1.i1.1.1.1,8.239700374531836,22,245
771,eth,"4.1.i1.1.1.1,2.2.1.1.1",0.0,0,2
772,eth,"4.1.i1.1.1.1,4.2.1.2.1.1.i4.1",100.0,2,0
773,eth,"4.1.i1.1.1.1,4.2.1.2.2.1",0.0,0,1
774,eth,4.1.i1.1.1.2,0.0,0,5
775,eth,4.1.i1.1.2,0.0,0,3
776,eth,4.1.i1.2.1,16.793893129770993,22,109
777,eth,"4.1.i1.2.1,2.2.1.1.1",0.0,0,3
778,eth,4.1.i1.2.2,0.0,0,4
779,eth,4.1.i2.1,0.0,0,1
780,eth,"4.1.i2.1,4.2.1.2.1.1.i1",0.0,0,1
781,eth,4.2,0.0,0,2
782,eth,"4.2,4.8",100.0,1,0
783,eth,"4.2,4.9",0.0,0,2
784,eth,4.2.1,56.029684601113175,302,237
785,eth,"4.2.1,2.2.1",73.33333333333333,11,4
786,eth,"4.2.1,2.2.1,4.8",100.0,1,0
787,eth,"4.2.1,4.9",0.0,0,1
788,eth,4.2.1.1.1.1.1.1.i1,15.126050420168067,18,101
789,eth,"4.2.1.1.1.1.1.1.i1,1.2.1.1.1",0.0,0,1
790,eth,"4.2.1.1.1.1.1.1.i1,4.2.1.2.1.1.i1",0.0,0,2
791,eth,4.2.1.1.1.1.1.1.i2,3.125,1,31
792,eth,4.2.1.1.1.1.2,0.0,0,28
793,eth,4.2.1.1.1.2.1.1.1.1.1,5.882352941176471,1,16
794,eth,4.2.1.1.1.2.1.1.1.1.2,0.0,0,7
795,eth,4.2.1.1.1.2.1.2,0.0,0,1
796,eth,4.2.1.1.1.2.2.1.1.1.2,0.0,0,3
797,eth,"4.2.1.1.1.2.2.1.1.1.2,4.2.1.1.1.2.2.1.2,1.1.1.2.i1,3.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
798,eth,4.2.1.1.1.2.2.1.1.2,50.0,1,1
799,eth,4.2.1.1.1.2.2.1.2,0.0,0,1
800,eth,"4.2.1.1.1.2.2.1.2,4.2.1.2.1.1.i3.2",0.0,0,1
801,eth,4.2.1.1.2,8.51063829787234,4,43
802,eth,4.2.1.2.1.1,0.0,0,1
803,eth,4.2.1.2.1.1.i1,7.608695652173913,7,85
804,eth,4.2.1.2.1.1.i2,25.0,2,6
805,eth,4.2.1.2.1.1.i3.1,8.0,4,46
806,eth,"4.2.1.2.1.1.i3.1,2.2.1.1.1",0.0,0,1
807,eth,4.2.1.2.1.1.i3.2,21.428571428571427,9,33
808,eth,4.2.1.2.1.1.i4.1,20.54794520547945,45,174
809,eth,"4.2.1.2.1.1.i4.1,4.2.1.2.1.1.i1",100.0,1,0
810,eth,4.2.1.2.1.2,33.333333333333336,1,2
811,eth,"4.2.1.2.1.2,4.2.1.1.1.2.2.1.1.1.2,4.1.i1.2.2,4.1.i1.1,1.1.1.2.i1,3.1,4.2.1.1.1.2.1.1.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
812,eth,4.2.1.2.2.1,0.0,0,3
813,eth,4.2.1.2.2.1.1,35.59322033898305,21,38
814,eth,4.2.1.2.2.1.2,0.0,0,12
815,eth,4.2.1.2.2.2,0.0,0,21
816,eth,4.2.2,7.407407407407407,2,25
817,eth,4.2.2.1,3.125,1,31
818,eth,4.2.2.2.1,63.1578947368421,12,7
819,eth,4.2.2.2.2,0.0,0,2
820,eth,4.3,0.0,0,1
821,eth,"4.3,4.4.1.2,4.9",0.0,0,2
822,eth,"4.3,4.9",0.0,0,1
823,eth,4.3.1,0.0,0,2
824,eth,4.3.2,13.333333333333334,2,13
825,eth,4.3.2.1,7.407407407407407,2,25
826,eth,4.3.3,28.91891891891892,107,263
827,eth,"4.3.3,2.2.1",0.0,0,1
828,eth,"4.3.3,4.2.1",100.0,2,0
829,eth,"4.3.3,4.8",0.0,0,2
830,eth,4.3.4,0.0,0,2
831,eth,4.3.4.1,16.901408450704224,12,59
832,eth,4.3.4.2,72.09302325581395,62,24
833,eth,4.3.4.2.1,7.6923076923076925,1,12
834,eth,4.4,0.0,0,1
835,eth,4.4.1.1,18.681318681318682,17,74
836,eth,4.4.1.2,0.0,0,12
837,eth,4.4.2,3.7383177570093458,4,103
838,eth,4.5,4.878048780487805,4,78
839,eth,"4.5,4.9",0.0,0,2
840,eth,4.6,0.0,0,9
841,eth,4.6.1.1,0.0,0,8
842,eth,4.6.1.2,50.0,3,3
843,eth,4.6.2,0.0,0,31
844,eth,4.6.2.2,0.0,0,7
845,eth,4.7,0.0,0,34
846,eth,4.8,4.477611940298507,18,384
847,eth,"4.8,4.3.4.1",0.0,0,1
848,eth,"4.8,4.9",0.0,0,1
849,eth,4.9,0.0,0,64
850,eth,5,0.0,0,1
851,eth,6,0.0,0,1
852,eth,"6,BOV_AFRI",0.0,0,4
853,eth,BOV_AFRI,0.0,0,20
854,eth,nan,0.0,0,8
855,inh,1,0.0,0,1
856,inh,1.1,100.0,1,0
857,inh,1.1.1,100.0,3,0
858,inh,"1.1.1,4.9",0.0,0,1
859,inh,1.1.1.1,33.333333333333336,1,2
860,inh,1.1.1.1.1,21.73913043478261,5,18
861,inh,"1.1.1.1.1,2.2.1.1.1",66.66666666666667,2,1
862,inh,1.1.1.2,20.0,5,20
863,inh,"1.1.1.2,4.2.1.1.1.1.1.1.i2",0.0,0,1
864,inh,"1.1.1.2.i1,2.2.1.1.1.i3",0.0,0,1
865,inh,1.1.2,25.294117647058822,43,127
866,inh,"1.1.2,2.2.1.1.1",0.0,0,2
867,inh,"1.1.2,4",0.0,0,1
868,inh,1.1.3,19.35483870967742,6,25
869,inh,"1.1.3,4.9",0.0,0,2
870,inh,1.2.1,25.0,7,21
871,inh,"1.2.1,4.9",0.0,0,1
872,inh,1.2.1.1.1,25.0,2,6
873,inh,1.2.1.1.2,33.333333333333336,1,2
874,inh,1.2.2,41.02564102564103,16,23
875,inh,"1.2.2,4",0.0,0,1
876,inh,1.2.2.1,51.21951219512195,21,20
877,inh,"1.2.2.1,1.1.2",100.0,1,0
878,inh,"1.2.2.1,2.2.1.1.1",100.0,1,0
879,inh,"1.2.2.1,4",0.0,0,1
880,inh,"1.2.2.1,4.2.1.2.1.1.i3.1,4.1.i1.1.1.1,2.2.1.1.1,4.2.1.2.1.1.i3.2,4.1.i1.1.2,1.1.1.2.i1,3.1.1.i1,4.2.1.1.1.1.1.1.i2",100.0,1,0
881,inh,1.2.2.2,0.0,0,15
882,inh,"2,4.8",0.0,0,1
883,inh,2.1,80.0,4,1
884,inh,2.2,0.0,0,1
885,inh,"2.2,3",0.0,0,1
886,inh,"2.2,4.8",50.0,1,1
887,inh,2.2.1,40.1195219123506,1007,1503
888,inh,"2.2.1,4",0.0,0,3
889,inh,"2.2.1,4.2",0.0,0,1
890,inh,"2.2.1,4.8",0.0,0,8
891,inh,"2.2.1,4.9",25.0,1,3
892,inh,2.2.1.1,27.536231884057973,19,50
893,inh,2.2.1.1.1,51.08695652173913,329,315
894,inh,"2.2.1.1.1,2.2.1.1.2",100.0,1,0
895,inh,"2.2.1.1.1,3.1.1.i1",0.0,0,1
896,inh,"2.2.1.1.1,4.2.1.2.1.1",0.0,0,2
897,inh,"2.2.1.1.1,4.2.1.2.1.1.i1",0.0,0,6
898,inh,2.2.1.1.1.i1,16.666666666666668,1,5
899,inh,2.2.1.1.1.i2,0.0,0,2
900,inh,2.2.1.1.1.i3,64.58333333333333,31,17
901,inh,2.2.1.1.2,33.333333333333336,4,8
902,inh,2.2.1.2,100.0,1,0
903,inh,"2.2.1.2,3.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
904,inh,2.2.2,75.88932806324111,192,61
905,inh,"2.2.2,2.2.1",0.0,0,1
906,inh,"2.2.2,2.2.1.1.1",0.0,0,1
907,inh,3,48.57142857142857,68,72
908,inh,"3,4",0.0,0,1
909,inh,3.1,0.0,0,2
910,inh,"3.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
911,inh,3.1.1,45.945945945945944,68,80
912,inh,"3.1.1,2.2.1.1.1",100.0,3,0
913,inh,"3.1.1,4.1.i1.1.1.1",100.0,1,0
914,inh,"3.1.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
915,inh,"3.1.1,4.2.1.1.1.2.1.1",100.0,1,0
916,inh,3.1.1.,0.0,0,1
917,inh,3.1.1.i1,33.333333333333336,5,10
918,inh,3.1.1.i2,34.48275862068966,10,19
919,inh,3.1.2,0.0,0,9
920,inh,3.1.2.1,62.5,5,3
921,inh,3.1.2.2,0.0,0,1
922,inh,3.2,0.0,0,1
923,inh,3.2.1,0.0,0,1
924,inh,4,42.22222222222222,19,26
925,inh,4.1,51.351351351351354,19,18
926,inh,4.1.1,75.0,3,1
927,inh,"4.1.1,4.8",100.0,1,0
928,inh,4.1.1.1,50.0,8,8
929,inh,4.1.1.2,20.0,1,4
930,inh,4.1.1.3,78.125,50,14
931,inh,4.1.2,13.88888888888889,5,31
932,inh,4.1.2.1,28.125,63,161
933,inh,"4.1.2.1,2.2.1",83.33333333333333,5,1
934,inh,"4.1.2.1,2.2.1,1.1.2",100.0,1,0
935,inh,"4.1.2.1,3",100.0,1,0
936,inh,"4.1.2.1,4.2.1",100.0,1,0
937,inh,"4.1.2.1,4.3.3",100.0,1,0
938,inh,"4.1.2.1,4.4.1.1",100.0,1,0
939,inh,"4.1.2.1,4.8",0.0,0,3
940,inh,4.1.i1.1.1,0.0,0,1
941,inh,4.1.i1.1.1.1,25.093632958801496,67,200
942,inh,"4.1.i1.1.1.1,2.2.1.1.1",0.0,0,2
943,inh,"4.1.i1.1.1.1,4.2.1.2.1.1.i4.1",100.0,2,0
944,inh,"4.1.i1.1.1.1,4.2.1.2.2.1",0.0,0,1
945,inh,4.1.i1.1.1.2,40.0,2,3
946,inh,4.1.i1.1.2,100.0,3,0
947,inh,4.1.i1.2.1,25.19083969465649,33,98
948,inh,"4.1.i1.2.1,2.2.1.1.1",0.0,0,3
949,inh,4.1.i1.2.2,0.0,0,4
950,inh,4.1.i2.1,0.0,0,1
951,inh,"4.1.i2.1,4.2.1.2.1.1.i1",100.0,1,0
952,inh,4.2,0.0,0,2
953,inh,"4.2,4.8",100.0,1,0
954,inh,"4.2,4.9",50.0,1,1
955,inh,4.2.1,67.90352504638219,366,173
956,inh,"4.2.1,2.2.1",100.0,15,0
957,inh,"4.2.1,2.2.1,4.8",100.0,1,0
958,inh,"4.2.1,4.9",0.0,0,1
959,inh,4.2.1.1.1.1.1.1.i1,34.45378151260504,41,78
960,inh,"4.2.1.1.1.1.1.1.i1,1.2.1.1.1",0.0,0,1
961,inh,"4.2.1.1.1.1.1.1.i1,4.2.1.2.1.1.i1",0.0,0,2
962,inh,4.2.1.1.1.1.1.1.i2,28.125,9,23
963,inh,4.2.1.1.1.1.2,100.0,28,0
964,inh,4.2.1.1.1.2.1.1.1.1.1,11.764705882352942,2,15
965,inh,4.2.1.1.1.2.1.1.1.1.2,14.285714285714286,1,6
966,inh,4.2.1.1.1.2.1.2,0.0,0,1
967,inh,4.2.1.1.1.2.2.1.1.1.2,100.0,3,0
968,inh,"4.2.1.1.1.2.2.1.1.1.2,4.2.1.1.1.2.2.1.2,1.1.1.2.i1,3.1,4.2.1.1.1.1.1.1.i2",100.0,1,0
969,inh,4.2.1.1.1.2.2.1.1.2,50.0,1,1
970,inh,4.2.1.1.1.2.2.1.2,100.0,1,0
971,inh,"4.2.1.1.1.2.2.1.2,4.2.1.2.1.1.i3.2",100.0,1,0
972,inh,4.2.1.1.2,19.148936170212767,9,38
973,inh,4.2.1.2.1.1,0.0,0,1
974,inh,4.2.1.2.1.1.i1,17.391304347826086,16,76
975,inh,4.2.1.2.1.1.i2,87.5,7,1
976,inh,4.2.1.2.1.1.i3.1,58.0,29,21
977,inh,"4.2.1.2.1.1.i3.1,2.2.1.1.1",100.0,1,0
978,inh,4.2.1.2.1.1.i3.2,59.523809523809526,25,17
979,inh,4.2.1.2.1.1.i4.1,63.926940639269404,140,79
980,inh,"4.2.1.2.1.1.i4.1,4.2.1.2.1.1.i1",100.0,1,0
981,inh,4.2.1.2.1.2,33.333333333333336,1,2
982,inh,"4.2.1.2.1.2,4.2.1.1.1.2.2.1.1.1.2,4.1.i1.2.2,4.1.i1.1,1.1.1.2.i1,3.1,4.2.1.1.1.2.1.1.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
983,inh,4.2.1.2.2.1,33.333333333333336,1,2
984,inh,4.2.1.2.2.1.1,57.6271186440678,34,25
985,inh,4.2.1.2.2.1.2,25.0,3,9
986,inh,4.2.1.2.2.2,14.285714285714286,3,18
987,inh,4.2.2,48.148148148148145,13,14
988,inh,4.2.2.1,62.5,20,12
989,inh,4.2.2.2.1,84.21052631578948,16,3
990,inh,4.2.2.2.2,100.0,2,0
991,inh,4.3,0.0,0,1
992,inh,"4.3,4.4.1.2,4.9",0.0,0,2
993,inh,"4.3,4.9",0.0,0,1
994,inh,4.3.1,0.0,0,2
995,inh,4.3.2,46.666666666666664,7,8
996,inh,4.3.2.1,48.148148148148145,13,14
997,inh,4.3.3,46.21621621621622,171,199
998,inh,"4.3.3,2.2.1",0.0,0,1
999,inh,"4.3.3,4.2.1",100.0,2,0
1000,inh,"4.3.3,4.8",0.0,0,2
1001,inh,4.3.4,100.0,2,0
1002,inh,4.3.4.1,29.577464788732396,21,50
1003,inh,4.3.4.2,94.18604651162791,81,5
